C2H2,C2H4,CH4,H2,C2H6,act
0.0,7.4,9.62,2.97,0.44,5
7.32,0.5,0.49,1.98,1.14,3
0.12,5.42,7.93,6.73,4.42,7
9.63,0.48,0.29,9.47,8.36,3
1.9,1.92,0.13,5.75,8.28,4
0.0,8.28,7.41,8.74,0.17,5
8.49,0.95,0.32,1.03,3.38,3
0.0,3.07,2.67,3.84,0.91,5
7.21,0.84,0.28,9.49,2.21,3
2.14,3.66,0.41,1.49,7.49,4
1.66,5.52,0.52,2.32,3.97,4
0.01,7.74,3.93,7.45,4.24,7
2.47,1.8,0.55,8.23,3.91,4
0.04,4.95,9.28,1.89,7.2,7
0.09,8.54,3.86,8.96,6.9,7
0.0,2.74,0.01,7.52,0.03,2
0.05,1.24,6.45,9.38,5.12,7
0.0,1.92,0.05,1.63,0.03,2
0.02,8.37,8.0,4.77,9.23,7
7.99,0.96,0.26,5.13,2.56,3
0.04,4.71,1.97,7.65,3.96,6
0.19,1.3,8.39,2.83,7.29,7
0.0,9.65,5.7,9.96,0.91,5
0.02,2.66,4.15,3.52,1.78,6
0.0,3.83,0.07,7.82,0.14,2
0.14,6.98,4.92,4.37,7.99,7
1.27,4.26,0.45,2.44,5.78,4
2.42,5.32,0.35,6.23,5.87,4
0.0,9.45,1.19,9.72,0.72,5
0.0,7.48,0.04,2.93,0.05,2
0.0,9.37,0.06,5.0,0.05,2
2.92,0.77,10.55,1.95,7.23,1
8.01,3.19,0.62,1.99,9.18,1
9.3,0.94,0.28,2.13,3.76,3
0.08,2.35,8.6,6.29,2.17,6
6.14,0.48,0.48,2.59,1.5,3
0.0,2.84,0.02,9.9,0.04,2
0.0,3.76,5.43,3.92,0.26,5
5.08,9.73,6.3,8.8,8.81,1
0.08,4.56,9.75,2.14,3.37,6
10.06,9.46,7.25,10.39,0.07,1
1.46,0.37,0.26,4.71,5.51,3
0.02,8.11,9.08,3.24,9.14,7
0.0,5.76,7.34,4.83,0.29,5
9.69,4.12,3.75,8.52,7.11,1
0.0,7.86,9.84,4.37,0.78,5
2.45,4.35,0.71,1.44,7.29,4
0.01,1.46,2.33,4.96,2.42,6
1.59,8.8,1.0,3.83,8.44,4
2.21,8.21,0.57,6.91,3.79,4
1.13,5.43,0.34,4.72,3.55,4
1.4,8.31,0.54,9.71,3.88,4
1.53,7.76,0.56,8.33,5.77,4
0.0,9.69,8.7,9.89,0.9,5
0.01,3.73,6.83,5.42,7.98,7
0.01,7.74,6.33,2.3,3.26,6
9.34,6.69,9.02,8.4,1.5,1
0.0,1.16,3.12,7.78,0.07,5
0.0,6.73,0.05,2.6,0.14,2
7.18,4.86,5.55,9.96,8.07,1
2.98,0.49,0.18,7.99,6.92,3
0.85,0.67,2.62,4.23,6.78,1
2.32,10.3,10.14,1.97,9.03,1
1.32,3.45,0.93,9.93,8.83,4
3.11,7.17,3.12,1.54,6.6,1
0.0,5.39,0.01,3.66,0.02,2
0.0,6.85,4.64,8.66,0.16,5
0.0,3.72,4.87,3.55,0.98,5
0.0,6.26,2.34,7.56,0.64,5
0.0,5.22,0.08,8.38,0.12,2
4.82,0.39,0.48,7.85,5.06,3
7.32,0.27,0.27,4.33,3.9,3
10.48,4.43,0.17,3.44,4.51,1
0.0,4.87,6.39,4.27,0.84,5
0.0,2.34,4.05,3.17,0.68,5
0.0,1.77,6.3,8.58,0.94,5
0.99,1.33,0.61,4.36,5.43,4
0.14,6.34,6.32,3.41,8.58,7
0.03,3.16,9.08,2.63,4.23,7
0.0,1.41,0.04,1.5,0.16,2
0.0,5.83,3.51,1.45,0.82,5
0.0,8.11,7.36,7.16,0.51,5
7.66,9.24,10.61,1.73,4.16,1
0.0,7.35,6.44,9.39,0.82,5
0.08,5.1,2.82,6.69,2.69,6
2.25,0.16,0.36,6.22,7.58,3
0.0,7.39,7.47,3.54,0.34,5
0.07,7.01,6.68,7.39,2.49,6
0.01,3.84,7.65,9.97,6.22,7
0.06,6.33,6.37,5.18,1.66,6
2.11,3.52,0.58,6.58,8.48,4
0.0,2.36,0.06,9.45,0.07,2
4.75,8.94,3.17,1.88,1.86,1
0.63,4.49,0.53,8.44,7.13,4
1.05,9.52,0.42,8.57,9.89,4
0.0,2.75,0.04,3.62,0.03,2
0.11,2.2,5.29,8.15,9.33,7
0.0,8.26,2.52,4.72,6.24,7
1.84,0.13,0.46,4.65,1.74,3
9.39,7.19,9.9,4.39,2.64,1
0.12,9.97,4.78,8.52,8.74,7
9.32,0.73,0.32,3.56,3.68,3
0.0,1.34,0.02,4.69,0.06,2
0.0,9.14,4.88,8.57,0.7,5
0.03,8.94,5.91,8.78,2.86,6
0.0,7.41,2.29,9.89,0.19,5
0.0,2.96,3.99,6.38,0.05,5
4.15,0.74,0.12,2.42,8.74,3
5.12,7.2,9.31,7.66,1.8,1
0.01,7.99,5.09,4.53,9.95,7
1.97,5.33,0.38,4.57,4.41,4
3.72,10.18,10.12,6.45,4.0,1
0.0,1.91,0.07,1.61,0.05,2
9.69,9.63,7.45,10.42,10.17,1
0.17,4.43,5.14,9.04,8.07,7
0.03,3.87,8.38,8.67,6.51,7
0.1,5.66,9.37,4.01,8.47,7
1.63,7.61,0.33,6.51,3.73,4
1.98,3.09,0.3,9.78,5.47,4
1.14,2.48,0.13,2.52,8.86,4
4.58,0.23,0.32,7.78,9.64,3
2.07,6.11,0.64,1.49,2.49,4
1.93,8.05,0.39,4.22,2.34,4
0.03,8.12,3.07,9.22,3.96,6
0.03,7.42,2.1,2.97,6.63,7
0.0,8.18,0.06,1.34,0.12,2
2.03,2.07,0.82,7.43,6.07,4
0.72,5.49,0.62,3.06,8.28,4
4.34,0.8,0.25,1.59,4.48,3
0.03,1.57,1.76,3.63,2.77,6
0.0,8.3,0.08,7.8,0.02,2
0.16,3.57,1.52,6.67,6.85,7
2.28,8.11,0.64,5.53,7.51,4
0.0,6.77,4.5,6.65,0.27,5
0.11,4.16,6.45,7.16,8.53,7
0.0,4.16,0.01,2.1,0.03,2
0.07,9.39,9.46,6.68,3.05,6
8.7,0.27,0.45,8.43,8.7,3
0.0,8.22,0.01,9.63,0.03,2
6.41,5.66,6.55,4.14,3.74,1
0.89,5.08,0.3,6.7,2.32,4
1.64,5.63,0.96,1.57,9.71,4
0.0,9.66,0.05,6.33,0.03,2
2.01,1.89,3.72,2.19,1.82,1
0.11,2.78,4.61,7.21,8.74,7
10.19,6.23,9.55,8.84,0.93,1
2.91,0.28,0.2,6.25,8.31,3
8.51,0.86,0.42,8.86,7.02,3
0.14,3.33,4.69,7.0,8.76,7
4.62,0.39,0.2,4.51,4.34,3
4.55,7.22,8.36,4.15,5.01,1
2.56,6.21,6.45,5.07,0.03,1
0.01,9.11,2.48,4.74,3.75,6
0.06,9.33,2.64,5.45,5.31,7
0.0,8.62,0.04,4.46,0.12,2
0.0,5.25,3.6,2.98,0.77,5
0.0,7.87,0.05,3.19,0.19,2
0.19,2.12,4.46,2.64,8.02,7
0.0,9.0,0.03,2.9,0.06,2
0.09,8.42,8.65,6.4,6.02,7
8.56,0.41,0.49,3.45,7.37,3
0.02,9.52,1.59,9.98,1.78,6
6.56,9.87,2.55,7.99,6.32,1
9.45,5.17,5.27,0.43,2.59,1
1.92,9.15,0.37,1.79,9.84,4
0.0,7.2,4.2,6.63,0.2,5
0.01,1.28,7.41,6.6,2.74,6
2.1,9.64,0.99,4.05,5.7,4
1.61,0.17,0.13,9.9,4.55,3
0.0,8.59,0.01,1.93,0.05,2
0.02,8.77,8.3,5.16,1.08,6
5.43,0.86,0.16,2.14,6.95,3
0.0,5.62,3.33,9.39,0.66,5
7.83,0.97,0.29,2.2,7.01,3
0.06,1.52,7.24,8.72,4.4,7
0.0,8.98,8.57,7.57,0.19,5
0.02,8.62,1.83,5.33,2.73,6
0.0,4.76,0.02,3.11,0.12,2
0.0,7.57,0.04,2.05,0.15,2
0.04,2.16,8.55,2.7,1.96,6
0.14,6.23,2.06,4.96,7.23,7
1.95,0.53,0.3,6.52,9.77,3
0.0,6.1,0.06,5.06,0.14,2
1.52,7.04,0.58,8.72,2.09,4
0.0,1.68,2.96,3.38,0.45,5
0.01,1.46,5.93,5.95,4.74,7
3.64,0.94,0.18,1.02,7.75,3
0.0,6.56,0.01,8.69,0.15,2
3.62,0.91,0.25,5.23,6.26,3
1.58,0.49,0.37,4.71,4.35,3
0.0,4.89,0.06,3.43,0.06,2
0.0,1.77,1.05,8.1,0.16,5
0.0,3.37,0.03,5.64,0.01,2
0.0,4.88,0.03,5.29,0.06,2
6.94,0.47,0.45,8.31,7.39,3
0.93,1.21,0.77,3.13,3.2,4
0.0,9.09,2.29,3.1,0.09,5
2.32,9.24,3.87,2.22,6.43,1
1.09,7.16,0.29,4.6,6.17,4
0.0,1.37,0.08,4.28,0.15,2
2.34,7.64,0.43,4.91,5.89,4
1.05,7.94,0.33,3.95,8.2,4
0.06,7.1,8.99,1.71,1.77,6
0.0,7.65,0.09,5.11,0.13,2
0.0,1.82,9.33,9.42,0.55,5
0.0,1.74,3.66,2.02,0.25,5
0.18,6.56,2.81,4.7,7.64,7
2.39,8.55,0.89,1.29,4.59,4
0.72,6.65,0.87,6.96,9.02,4
1.28,1.99,0.41,2.7,2.62,4
0.0,1.98,3.66,7.38,0.65,5
2.09,2.71,7.78,6.8,0.15,1
1.12,8.03,0.86,1.73,3.88,4
0.71,3.65,0.47,7.77,8.31,4
2.11,10.84,10.41,2.88,4.47,1
0.14,6.25,9.05,3.8,4.87,7
0.07,8.83,8.05,7.91,5.87,7
10.27,3.71,3.8,9.26,4.0,1
0.0,1.42,0.05,3.71,0.16,2
0.03,7.49,9.5,6.88,4.16,7
0.0,6.39,8.79,8.55,0.71,5
1.97,0.36,0.41,1.76,9.45,3
0.04,9.78,8.5,1.64,3.09,6
0.07,5.88,7.31,6.33,3.54,6
0.11,5.25,2.73,2.66,0.13,1
0.04,9.31,2.64,3.7,1.39,6
0.07,2.46,9.44,8.91,2.21,6
8.73,9.56,4.88,1.84,1.88,1
0.01,9.37,7.49,8.1,1.69,6
8.82,0.33,0.11,7.63,4.53,3
0.0,3.8,0.07,7.28,0.02,2
6.07,2.17,4.46,3.18,0.97,1
4.19,0.77,0.35,2.92,3.58,3
0.11,3.84,3.09,4.28,9.83,7
0.01,6.74,7.69,7.44,7.63,7
0.0,6.51,4.86,4.55,0.59,5
0.0,8.18,7.81,9.81,0.03,5
0.01,5.32,6.72,4.09,8.75,7
0.0,1.73,4.84,3.13,0.93,5
10.54,6.58,5.85,4.88,10.77,1
0.02,5.21,9.18,2.27,3.06,6
0.0,6.9,0.02,3.15,0.01,2
1.73,0.77,0.19,1.77,5.99,3
6.3,0.28,0.13,1.78,1.22,3
0.0,8.5,2.89,8.19,0.01,5
5.21,0.49,0.39,8.37,1.12,3
0.03,6.09,6.05,6.35,1.43,6
0.0,7.76,0.02,1.87,0.01,2
0.08,9.55,3.29,6.12,2.4,6
1.01,1.81,0.23,9.44,3.63,4
0.03,5.21,2.84,4.46,2.86,6
0.0,1.09,3.21,5.84,0.89,5
6.12,0.6,0.41,5.71,6.94,3
0.06,2.68,7.56,3.7,2.67,6
0.73,6.28,0.51,3.7,4.14,4
7.76,0.38,0.48,5.85,1.36,3
0.12,3.39,6.67,7.41,8.88,7
0.05,9.47,4.23,4.18,6.44,7
3.61,0.81,0.14,5.94,7.58,3
1.8,4.96,0.41,7.04,8.17,4
0.03,5.5,4.29,1.76,4.09,7
0.0,9.26,2.48,2.54,0.07,5
0.02,3.27,1.32,7.3,9.2,7
6.68,0.77,2.84,10.01,6.76,1
1.86,9.29,0.81,5.68,9.53,4
0.0,3.0,6.92,2.65,0.86,5
2.46,3.12,2.86,7.19,9.46,1
0.0,5.09,0.06,4.79,0.02,2
0.08,6.03,8.99,1.36,4.66,7
1.32,0.15,0.47,9.07,7.21,3
0.0,4.65,9.75,6.33,0.6,5
0.02,3.14,2.04,6.51,1.55,6
8.5,0.44,0.19,2.24,2.87,3
0.0,7.91,8.53,8.94,0.13,5
0.06,2.25,4.29,7.88,1.49,6
0.01,8.82,9.6,4.87,2.77,6
0.0,5.32,0.05,8.07,0.06,2
3.13,2.93,5.66,2.96,2.46,1
0.0,8.05,9.45,1.22,0.77,5
7.28,4.01,8.36,2.56,8.99,1
0.02,1.89,2.99,9.8,2.32,6
0.0,9.6,6.53,6.06,0.26,5
1.44,4.36,0.34,3.1,2.6,4
0.08,4.11,7.28,8.94,6.11,7
0.05,2.52,1.89,7.01,3.99,6
0.0,9.42,0.02,1.71,0.06,2
10.13,1.31,3.85,7.94,8.75,1
0.1,3.58,6.09,4.12,6.45,7
0.05,5.48,9.65,5.55,3.71,6
0.0,9.62,5.4,5.52,0.73,5
8.56,0.72,0.22,3.27,2.1,3
1.35,0.54,0.14,4.06,8.45,3
0.0,9.51,1.28,9.25,0.33,5
1.15,1.09,4.2,1.77,7.27,1
1.55,8.73,4.62,1.49,5.0,1
2.5,0.14,0.32,2.39,7.47,3
0.0,8.18,0.01,5.51,0.14,2
0.88,1.14,0.53,4.69,7.99,4
0.05,9.63,6.79,9.95,2.8,6
0.13,1.44,1.89,8.84,5.92,7
0.0,1.16,4.72,5.76,1.47,6
0.17,9.08,2.52,1.29,7.23,7
8.27,0.88,0.2,8.05,7.74,3
0.02,1.7,9.78,3.48,6.44,7
9.42,0.39,0.38,5.56,7.72,3
4.41,0.75,0.19,1.91,2.11,3
1.76,3.29,0.65,6.11,4.63,4
0.74,3.64,0.46,5.46,6.14,4
9.65,0.25,2.93,6.4,3.51,1
7.51,0.51,0.34,9.6,4.01,3
0.0,1.56,0.07,5.17,0.14,2
1.08,8.73,0.81,8.47,5.61,4
0.0,6.23,5.12,7.84,0.12,5
0.67,2.92,0.6,6.84,3.51,4
2.44,2.33,0.86,8.25,9.52,4
0.0,2.6,0.03,3.86,0.02,2
0.0,4.99,0.08,7.68,0.12,2
0.07,4.12,7.42,9.58,2.11,6
0.0,6.11,6.74,3.56,0.12,5
1.06,8.55,7.02,7.98,4.12,1
0.06,3.12,6.6,3.61,3.97,6
4.25,9.76,8.67,6.24,1.47,1
1.81,3.83,0.95,4.92,6.61,4
0.0,5.09,5.59,1.8,0.53,5
1.39,1.5,0.44,7.62,3.5,4
0.03,9.36,2.64,6.45,3.76,6
0.0,1.62,4.8,8.04,0.9,5
0.0,5.49,9.08,9.02,0.43,5
2.37,5.16,0.28,8.79,8.18,4
0.75,8.79,0.59,2.45,4.93,4
7.86,7.17,8.69,3.32,5.33,1
7.49,0.8,0.3,6.0,6.96,3
0.0,6.77,0.02,7.42,0.15,2
0.0,4.93,2.49,4.97,0.95,5
1.1,5.86,0.63,1.13,9.17,4
0.0,2.74,5.97,7.52,0.22,5
7.27,1.48,9.48,0.59,9.46,1
0.16,6.99,6.1,2.22,9.85,7
6.43,3.36,7.77,4.65,7.39,1
0.19,9.45,8.26,9.78,5.82,7
2.06,3.49,0.43,4.71,7.07,4
0.0,3.69,6.67,8.75,3.54,6
1.61,4.01,0.28,7.47,3.36,4
0.22,2.03,0.78,2.95,4.65,1
0.0,8.77,0.06,9.76,0.06,2
0.0,4.62,3.79,6.6,0.28,5
2.16,0.8,0.45,4.43,9.97,3
1.4,1.96,0.54,2.98,2.34,4
9.29,0.72,0.42,5.62,9.87,3
6.5,0.17,0.29,3.76,3.19,3
0.04,9.56,8.5,5.72,2.01,6
6.72,10.18,7.64,3.7,1.76,1
6.26,0.56,0.46,9.72,7.26,3
0.18,1.29,7.38,5.97,5.35,7
8.3,0.7,0.13,2.11,9.35,3
2.29,9.29,0.88,6.33,6.34,4
0.06,2.37,6.72,9.12,5.25,7
8.38,0.63,0.49,9.4,3.65,3
0.03,2.83,1.79,6.03,4.0,6
1.4,8.15,0.49,6.42,7.94,4
2.39,6.01,0.53,6.82,9.04,4
9.25,3.4,1.92,7.06,3.55,1
0.9,9.65,0.7,9.43,2.23,4
0.0,1.61,0.08,6.01,0.06,2
0.0,4.52,3.4,9.76,0.29,5
0.0,4.32,8.43,3.14,0.47,5
0.17,5.41,1.27,5.06,9.22,7
0.13,2.21,6.1,8.7,8.03,7
0.08,1.4,5.36,3.76,2.37,6
0.02,2.18,9.72,9.51,1.24,6
1.8,9.64,0.44,8.62,3.35,4
0.0,8.53,0.02,2.31,0.13,2
8.97,9.42,0.95,7.46,1.13,1
5.87,0.91,0.23,3.87,9.36,3
0.0,9.13,0.07,9.99,0.04,2
0.0,8.89,2.75,9.56,0.76,5
1.55,3.35,0.62,9.09,7.33,4
9.71,0.45,0.38,9.06,3.06,3
0.14,8.02,4.95,5.64,5.53,7
0.0,5.02,7.22,8.32,0.11,5
0.93,3.77,3.8,2.51,9.3,1
0.01,4.49,2.65,2.81,9.88,7
0.07,7.08,6.18,9.9,4.48,7
2.49,7.87,0.61,4.35,9.53,4
1.07,0.18,0.15,1.52,4.3,3
0.07,1.11,2.56,8.71,2.14,6
1.18,8.21,0.62,7.39,3.57,4
0.0,3.62,7.54,1.54,0.92,5
0.0,8.88,0.02,5.8,0.01,2
7.4,2.07,4.37,6.86,7.03,1
0.0,8.14,0.0,2.13,0.03,2
0.07,7.12,2.79,1.89,7.89,7
0.0,5.95,9.95,1.12,0.6,5
0.0,9.2,0.03,2.92,0.13,2
0.0,7.05,0.03,7.63,0.06,2
0.0,9.67,0.09,5.64,0.06,2
0.0,2.95,0.0,7.68,0.04,2
1.28,6.64,5.06,6.91,5.33,1
8.45,8.94,0.09,9.49,4.57,1
1.67,6.83,0.11,5.15,8.48,4
0.0,6.29,7.16,4.6,0.76,5
2.28,2.98,0.75,7.94,4.7,4
0.0,2.36,4.46,1.33,0.29,5
0.04,9.84,6.29,8.55,3.91,6
0.02,7.79,2.3,9.25,4.22,7
2.25,6.91,0.75,7.77,8.03,4
0.07,7.65,3.33,2.52,2.94,6
0.01,3.65,9.79,8.26,3.23,6
0.0,4.84,1.82,1.42,0.63,5
0.18,8.98,3.61,3.62,7.23,7
9.85,0.17,0.34,3.73,5.33,3
0.04,7.75,1.83,8.42,3.92,6
0.0,9.76,0.05,5.56,0.03,2
0.0,5.3,0.01,2.42,0.08,2
3.69,1.57,7.06,9.17,6.93,1
0.09,8.89,9.45,7.28,2.87,6
4.27,0.1,0.11,8.5,7.63,3
1.48,3.44,0.76,9.3,7.8,4
0.06,1.34,4.57,1.16,3.38,6
0.0,7.97,0.07,2.13,0.17,2
0.09,4.42,7.9,1.34,3.18,6
1.5,8.22,0.64,8.46,2.31,4
0.03,7.38,1.43,4.62,2.51,6
0.05,4.89,3.98,9.05,1.44,6
9.95,0.96,0.42,7.12,2.87,3
0.69,4.87,0.49,8.98,2.81,4
0.0,5.93,0.08,6.99,0.12,2
7.3,0.72,0.18,4.6,9.28,3
0.01,6.84,5.86,6.24,1.6,6
1.12,0.58,0.24,9.72,1.34,3
0.0,3.5,0.07,6.72,0.14,2
2.19,4.16,0.57,3.12,10.27,1
0.01,7.87,1.43,2.33,2.2,6
8.27,0.56,0.17,9.6,2.5,3
0.08,7.17,7.27,1.01,7.22,7
2.46,0.16,0.25,8.06,3.34,3
1.55,4.5,0.12,9.6,8.79,4
1.14,7.86,0.95,8.79,4.8,1
0.0,1.23,6.75,2.66,0.7,5
0.0,8.9,0.09,7.47,0.1,2
9.92,0.73,0.28,3.78,6.77,3
0.0,9.93,0.05,6.43,0.13,2
5.73,0.73,0.32,2.88,5.34,3
0.0,1.91,0.0,3.16,0.16,2
0.02,9.17,8.01,6.66,1.84,6
8.59,9.28,0.96,6.54,9.91,1
1.54,5.72,0.14,7.94,4.21,4
7.96,0.6,3.62,5.17,4.4,1
0.1,9.35,6.45,1.62,9.36,7
0.0,4.57,5.49,5.73,0.67,5
0.08,8.16,2.84,2.31,3.83,6
1.2,4.32,0.11,9.92,2.48,4
0.0,6.26,7.22,8.5,0.88,5
0.0,3.53,5.23,4.88,2.3,6
0.72,1.18,0.92,7.35,4.22,4
0.0,9.5,0.08,7.75,0.03,2
7.1,0.77,0.41,7.24,6.01,3
1.21,0.93,9.96,0.54,4.21,1
0.0,2.38,7.93,7.7,0.66,5
2.3,6.17,0.91,9.9,4.16,4
0.75,3.63,0.45,5.61,7.83,4
9.29,3.65,1.57,1.24,4.87,1
2.5,9.31,8.39,2.21,10.33,1
9.84,1.73,5.07,4.39,1.49,1
9.91,10.26,0.64,2.84,1.8,1
0.0,1.46,7.84,5.89,0.27,5
5.28,1.61,7.3,5.11,10.0,1
3.24,0.66,0.13,6.78,5.72,3
1.77,1.68,0.49,5.76,4.79,4
0.0,8.05,0.04,6.98,0.04,2
8.25,4.82,8.09,0.27,3.77,1
0.03,1.24,8.5,6.7,1.29,6
8.05,0.19,0.38,5.29,6.15,3
0.09,4.37,7.45,6.15,4.81,7
0.0,9.58,0.02,9.27,0.16,2
1.94,9.43,9.17,9.99,5.09,1
0.03,2.68,3.54,3.09,3.82,6
0.05,4.69,7.04,5.43,2.33,6
0.02,4.53,5.43,3.71,1.37,6
10.24,2.53,1.54,3.19,8.8,1
0.03,7.56,2.66,9.18,7.22,7
0.0,6.1,0.05,2.47,0.03,2
0.8,1.95,0.14,5.3,6.1,4
0.0,9.81,3.32,2.02,0.76,5
0.01,5.42,1.07,3.32,5.16,7
0.08,6.48,5.45,6.06,1.61,6
8.38,6.01,8.88,7.37,3.05,1
0.0,5.03,0.08,7.74,0.14,2
0.0,5.44,8.05,8.69,0.71,5
0.04,1.99,6.0,8.07,5.98,7
0.0,2.11,0.04,6.57,0.04,2
4.86,0.6,0.34,5.49,5.69,3
0.0,6.3,0.06,8.63,0.12,2
6.63,8.7,7.32,3.96,10.14,1
6.0,2.67,9.12,2.61,3.04,1
6.8,0.24,0.33,5.34,2.7,3
0.0,4.83,2.24,9.54,0.44,5
0.0,7.57,0.03,5.21,0.07,2
4.77,7.46,4.89,4.29,2.47,1
5.61,9.69,7.91,4.35,9.88,1
0.12,2.8,2.37,8.14,5.51,7
0.0,6.25,0.02,8.74,0.06,2
1.33,0.7,0.31,4.04,5.08,3
0.0,5.39,0.01,9.73,0.06,2
0.17,1.44,5.79,8.15,9.94,7
7.44,0.91,0.37,1.18,9.16,3
9.74,6.19,3.19,4.88,8.01,1
0.04,7.74,1.93,8.37,3.4,6
0.0,9.61,2.34,4.67,1.89,6
9.55,7.85,2.33,3.88,9.82,1
0.02,4.41,7.83,7.26,6.0,7
2.47,3.23,0.92,6.05,3.33,4
3.9,0.27,0.36,8.48,4.23,3
0.08,6.63,4.72,2.98,2.56,6
7.94,0.53,0.39,9.12,3.48,3
0.05,2.27,8.48,5.17,1.23,6
0.08,2.62,5.3,7.99,5.58,7
0.0,5.85,0.07,9.71,0.1,2
0.03,1.78,9.49,1.7,3.07,6
0.0,8.46,0.09,1.62,0.02,2
0.0,7.8,9.82,9.98,0.94,5
1.54,6.77,0.23,9.88,5.17,4
0.02,7.89,6.28,9.57,4.7,7
4.51,8.35,4.54,7.45,4.55,1
0.0,5.14,4.76,1.59,0.54,5
0.0,1.02,0.06,5.41,0.15,2
0.0,2.19,0.05,4.72,0.16,2
4.68,4.32,4.88,1.65,3.98,1
7.58,8.67,4.23,9.41,9.15,1
0.0,9.43,4.87,3.68,0.75,5
0.0,9.83,2.15,7.12,0.02,5
0.03,4.02,2.11,9.33,3.08,6
0.01,3.31,1.29,6.28,2.99,6
0.13,6.89,3.32,3.81,9.92,7
0.87,6.09,0.97,2.9,9.49,4
9.65,7.55,0.69,1.32,10.34,1
6.92,0.83,0.34,3.83,2.16,3
0.06,6.58,1.32,2.37,3.82,6
7.91,8.5,5.35,7.44,1.56,1
2.45,0.9,0.14,7.55,6.42,3
8.39,0.13,0.13,2.14,5.69,3
2.38,8.51,0.78,4.21,9.09,4
0.0,3.72,6.43,5.71,0.0,5
8.51,10.13,3.31,3.62,5.56,1
2.06,7.97,0.51,4.45,9.85,4
1.78,1.84,0.98,8.11,8.01,4
0.0,7.71,3.85,1.06,0.39,5
1.32,0.79,0.31,7.85,5.85,3
3.73,0.97,0.3,4.33,2.63,3
1.23,3.82,0.23,4.02,2.79,4
2.03,3.21,0.71,6.52,6.66,4
0.0,9.16,5.75,4.6,0.95,5
0.04,8.25,7.42,7.45,9.46,7
0.0,9.65,5.37,1.53,0.93,5
8.22,2.93,4.54,3.02,3.38,1
0.06,1.65,5.86,6.96,2.87,6
0.0,8.11,0.07,9.14,0.1,2
0.0,8.71,0.08,5.11,0.11,2
0.0,8.88,0.08,2.96,0.19,2
0.0,6.27,3.21,8.03,0.62,5
0.0,9.08,6.23,3.77,0.45,5
0.0,6.61,3.46,8.38,0.25,5
0.06,4.68,4.26,8.22,8.66,7
0.09,5.44,9.09,9.85,9.95,7
0.0,9.32,7.41,4.75,0.19,5
0.01,5.78,9.11,4.3,1.22,6
0.0,5.92,0.09,9.73,0.03,2
0.0,2.59,1.94,8.42,0.34,5
6.01,4.9,1.62,2.09,3.44,1
0.0,7.9,0.04,3.6,0.16,2
8.21,0.42,0.25,1.07,4.57,3
5.75,0.56,9.3,4.83,1.3,1
0.0,4.54,7.62,3.4,0.33,5
0.79,2.09,0.2,4.23,2.15,4
0.06,2.36,8.19,2.57,1.84,6
0.0,5.25,0.05,4.71,0.04,2
0.05,3.26,6.63,6.35,2.74,6
0.67,6.25,0.1,3.57,5.94,4
0.0,1.93,4.48,2.46,0.59,5
6.73,0.76,4.01,8.8,1.45,1
0.04,2.06,8.91,7.55,1.0,6
9.14,0.8,0.16,6.38,9.44,3
0.02,9.75,6.08,8.5,1.04,6
0.63,2.7,0.53,7.84,3.95,4
0.0,3.67,6.64,6.3,0.58,5
0.16,7.46,2.08,7.56,4.8,7
0.0,9.61,0.06,3.74,0.04,2
5.16,0.61,0.44,6.53,7.32,3
0.04,7.88,6.57,2.26,2.87,6
2.15,1.63,0.71,8.41,7.77,1
1.66,1.05,0.53,3.61,8.35,4
0.0,6.11,1.44,3.77,0.14,5
7.14,0.63,0.31,5.01,4.37,3
0.11,8.47,1.03,4.88,5.82,7
0.06,4.92,8.36,5.79,2.93,6
2.2,0.64,0.43,5.96,2.1,3
0.0,3.76,0.05,8.4,0.16,2
0.0,6.82,8.88,7.93,0.49,5
9.97,0.83,0.41,3.95,5.46,3
6.82,0.53,0.18,8.54,9.9,3
0.02,7.64,6.78,1.92,2.02,6
9.89,0.68,0.29,8.12,5.92,3
0.0,8.23,5.18,4.23,1.77,6
0.13,4.49,6.43,1.24,7.84,7
9.16,0.88,0.33,7.39,8.66,3
0.08,3.94,4.94,5.04,8.04,7
0.19,2.92,2.49,3.55,5.44,7
10.37,1.08,3.87,6.0,4.99,1
0.07,8.96,2.18,7.16,6.72,7
8.35,0.82,0.24,7.63,1.8,3
4.72,8.18,2.26,5.52,10.02,1
0.0,9.33,0.05,5.41,0.06,2
0.08,6.08,5.16,9.45,1.76,6
0.0,7.89,0.0,4.4,0.12,2
1.68,9.7,0.63,4.48,4.74,4
0.04,6.58,1.11,4.91,3.7,6
0.07,8.2,4.99,1.76,1.06,6
0.03,3.77,7.09,3.23,3.99,6
1.07,10.46,1.84,0.76,2.78,1
0.05,7.67,6.7,3.02,2.41,6
0.0,1.65,3.12,2.35,0.32,5
2.12,2.56,0.62,2.52,2.73,4
9.25,0.58,0.41,2.02,5.52,3
0.0,9.37,0.04,7.33,0.07,2
0.01,8.24,4.28,9.17,2.58,6
0.01,1.5,9.0,9.98,8.93,7
5.88,0.49,0.41,2.67,4.97,3
0.04,9.4,5.09,7.04,1.2,6
1.61,6.56,0.51,3.81,2.09,4
0.17,2.93,2.4,2.62,8.61,7
0.06,9.85,7.64,6.42,3.68,6
3.53,9.42,7.53,5.54,10.09,1
4.0,0.27,0.14,1.5,1.55,3
0.68,9.75,0.88,8.18,3.81,4
2.33,0.34,0.44,9.01,9.97,3
